entrez_gene_id	gene_symbol	association_score	breast cancer	carcinoid	cervical cancer	colorectal cancer	endometrial cancer	glioma	head and neck cancer	liver cancer	lung cancer	lymphoma	melanoma	ovarian cancer	pancreatic cancer	prostate cancer	renal cancer	skin cancer	stomach cancer	testis cancer	thyroid cancer	urothelial cancer	adrenal gland_glandular cells	appendix_glandular cells	appendix_lymphoid tissue	bone marrow_hematopoietic cells	breast_adipocytes	breast_glandular cells	breast_myoepithelial cells	bronchus_respiratory epithelial cells	cerebellum_cells in granular layer	cerebellum_cells in molecular layer	cerebellum_Purkinje cells	cerebral cortex_endothelial cells	cerebral cortex_glial cells	cerebral cortex_neuronal cells	cerebral cortex_neuropil	"cervix, uterine_glandular cells"	"cervix, uterine_squamous epithelial cells"	colon_endothelial cells	colon_glandular cells	colon_peripheral nerve/ganglion	duodenum_glandular cells	epididymis_glandular cells	esophagus_squamous epithelial cells	fallopian tube_glandular cells	gallbladder_glandular cells	heart muscle_myocytes	hippocampus_glial cells	hippocampus_neuronal cells	kidney_cells in glomeruli	kidney_cells in tubules	lateral ventricle_glial cells	lateral ventricle_neuronal cells	liver_bile duct cells	liver_hepatocytes	lung_macrophages	lung_pneumocytes	lymph node_germinal center cells	lymph node_non-germinal center cells	nasopharynx_respiratory epithelial cells	oral mucosa_squamous epithelial cells	ovary_ovarian stroma cells	pancreas_exocrine glandular cells	pancreas_islets of Langerhans	parathyroid gland_glandular cells	placenta_decidual cells	placenta_trophoblastic cells	prostate_glandular cells	rectum_glandular cells	salivary gland_glandular cells	seminal vesicle_glandular cells	skeletal muscle_myocytes	skin 1_fibroblasts	skin 1_keratinocytes	skin 1_Langerhans	skin 1_melanocytes	skin 2_epidermal cells	small intestine_glandular cells	smooth muscle_smooth muscle cells	soft tissue 1_adipocytes	soft tissue 1_fibroblasts	soft tissue 1_peripheral nerve	soft tissue 2_adipocytes	soft tissue 2_fibroblasts	soft tissue 2_peripheral nerve	spleen_cells in red pulp	spleen_cells in white pulp	stomach 1_glandular cells	stomach 2_glandular cells	testis_cells in seminiferous ducts	testis_Leydig cells	thyroid gland_glandular cells	tonsil_germinal center cells	tonsil_non-germinal center cells	tonsil_squamous epithelial cells	urinary bladder_urothelial cells	uterus 1_cells in endometrial stroma	uterus 1_glandular cells	uterus 2_cells in endometrial stroma	uterus 2_glandular cells	vagina_squamous epithelial cells	ovary_follicle cells	soft tissue 1_chondrocytes	soft tissue 2_chondrocytes
56956	LHX9	0.039698335	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Medium	Medium	Medium	Low	Not detected	Low	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Low	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	High	Low	Not detected	Not detected	Low	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Low	Not detected	Low	Not detected	Not detected	Low	Not detected	Medium	Low	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Medium	High	Low	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Low	Low	Medium	Low	Low	NA	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Low	Medium	Low	Low	Low	Not detected	Low	Not detected	Not detected	Not detected	NA	NA	NA
79706	PRKRIP1	0.039698335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80230	RUFY1	0.039698335	High	Low	Medium	High	Low	Low	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	High	Medium	Low	Medium	Not detected	Low	Low	Medium	Not detected	Not detected	Medium	Low	Not detected	Medium	Not detected	Low	Medium	Medium	High	Medium	High	Low	Medium	High	Medium	Medium	Not detected	Not detected	Medium	Medium	Not detected	Medium	Not detected	Medium	Medium	Not detected	Medium	High	Medium	Medium	Not detected	Medium	Low	Medium	NA	Medium	Low	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Not detected	Medium	Low	Not detected	Medium	NA	Medium	High	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Low	High	Medium	NA	NA	Medium
92421	CHMP4C	0.039698335	Medium	Medium	Medium	High	Low	Low	Low	High	Medium	Low	Low	Medium	High	Medium	Medium	Low	Medium	Low	Medium	Medium	Medium	Medium	Low	Not detected	Low	Medium	Medium	Medium	Medium	Low	High	Not detected	Low	Medium	Low	Low	Low	Medium	Medium	Low	High	Medium	Low	Not detected	Medium	Medium	Not detected	Low	Medium	Medium	Not detected	Low	Low	Low	Medium	Low	Not detected	Low	Medium	Not detected	Not detected	Medium	Medium	Low	Low	Medium	Low	Medium	Low	Medium	Medium	Medium	Low	Low	Medium	Medium	High	Medium	Low	Not detected	Low	Low	Not detected	Medium	Low	Not detected	Medium	Medium	Low	Medium	Low	Low	Low	Low	Medium	Not detected	Medium	Low	Not detected	Not detected	NA	NA	NA
128821	CST9L	0.039698335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150684	COMMD1	0.039698335	Medium	Medium	Low	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	High	Medium	NA	Medium	Not detected	Medium	Medium	Medium	High	Low	High	Low	Medium	Medium	Low	Medium	Medium	Not detected	Medium	Medium	Medium	Not detected	Medium	Medium	Medium	Medium	Low	Medium	Not detected	Medium	Low	Medium	Medium	High	Medium	Medium	Low	Medium	Medium	Not detected	Not detected	High	Medium	High	Low	Low	Medium	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Medium	Not detected	Not detected	Medium	NA	Not detected	Medium	Low	High	High	Medium	High	Medium	High	Medium	Low	Medium	Medium	Low	Low	Medium	Low	Medium	Low	NA	Medium	Medium
142679	DUSP19	0.039698335	Low	Medium	Medium	Low	Medium	Low	Medium	Low	Not detected	Medium	Low	Low	Low	Low	High	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Medium	Not detected	High	Low	High	Medium	Medium	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Low	Low	Low	Medium	Not detected	Medium	Not detected	Not detected	Medium	Medium	Medium	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	High	Low	Low	Low	Not detected	Medium	Low	Medium	High	Not detected	Not detected	Not detected	Not detected	Low	NA	NA	NA
84946	LTV1	0.039698335	Medium	Low	Low	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Medium	Medium	Low	Low	Medium	Low	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Low	Medium	Not detected	Medium	Low	Medium	Low	Low	Low	Low	Low	Medium	Medium	Medium	Low	Medium	Medium	High	Low	High	Medium	Medium	Medium	Medium	Low	Low	Medium	Not detected	Medium	Medium	Medium	Low	Not detected	Low	Medium	Not detected	Low	Medium	Not detected	Low	Medium	Medium	Medium	High	Medium	High	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Medium	High	Not detected	Not detected
1414	CRYBB1	0.039698335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
284194	LGALS9B	0.039698335	Low	Low	Medium	Medium	Medium	Low	Not detected	Not detected	Low	Medium	Not detected	Medium	Low	Medium	Not detected	Not detected	Medium	Not detected	Not detected	Low	Not detected	Medium	Not detected	Low	Not detected	Low	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	High	Not detected	Low	Not detected	Not detected	Medium	Medium	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Low	Medium	Not detected	Not detected	Not detected	Medium	Not detected	NA	Not detected	Not detected	Not detected	High	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	High	Medium	Not detected	Not detected	Not detected	Low	Medium	Low	Low	Not detected	Not detected	Low	Medium	Not detected	NA	Not detected	Not detected
138162	C9orf116	0.039698335	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Not detected	Medium	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Not detected	Medium	Medium	Medium	Medium	High	Medium	Medium	High	Medium	Medium	Not detected	Medium	Medium	High	Not detected	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Low	High	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Low	Low	Low	Medium	Medium	Low	Low	Medium	Low	Low	Medium	NA	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Low	Medium	Low	Medium	Medium	High	Medium	NA
245973	ATP6V1C2	0.039698335	Medium	Low	Medium	Low	Low	Not detected	Medium	Medium	Low	Medium	Medium	Low	Medium	Low	Low	Medium	Medium	Low	Low	Low	Low	Not detected	Not detected	Low	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Low	Low	Medium	Low	Medium	Low	High	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Low	Low	Not detected	Low	Not detected	Not detected	Medium	Low	Not detected	Not detected	Medium	Medium	Medium	Low	Medium	Low	Low	Medium	Medium	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Low	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Low	NA	NA	Low
2958	GTF2A2	0.039698335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4619	MYH1	0.039698335	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	NA
23581	CASP14	0.039698335	Low	Not detected	Medium	Not detected	Not detected	Not detected	Low	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	NA
26047	CNTNAP2	0.039698335	Not detected	Low	Not detected	Not detected	Low	Medium	Not detected	Low	Not detected	Not detected	Low	Medium	Not detected	Medium	Medium	Not detected	Medium	Not detected	High	Not detected	Not detected	Medium	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Low	High	Not detected	Not detected	Not detected	Medium	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	NA
51292	GMPR2	0.039698335	High	High	Medium	Medium	Medium	Low	Low	Low	Low	Low	Low	Medium	Medium	Medium	Medium	Low	Low	Medium	High	Medium	High	Low	Low	Not detected	Not detected	Medium	Low	High	Low	Low	Low	Medium	Low	Low	Low	Low	Low	Low	Low	NA	Medium	Medium	Low	Medium	Medium	Not detected	Low	Low	Low	Medium	Medium	Low	Low	Low	Low	Low	Low	Low	High	Not detected	Low	Medium	Medium	High	Not detected	Medium	Medium	Low	Medium	High	Not detected	Not detected	Low	Not detected	Low	Medium	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Medium	High	Low	Low	Low	High	Not detected	Medium	Not detected	Low	Low	Not detected	Medium	NA
203569	PAGE2	0.039698335	Low	Low	Low	Medium	Low	Low	Low	Low	Low	Not detected	Low	Not detected	Low	Low	Not detected	Low	Low	Low	Low	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Medium	Not detected	Low	Low	Low	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Low	Low	Not detected	Low	Not detected	Not detected	Low	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	NA	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	High	Low	Not detected	Low	Low	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	NA
440603	BCL2L15	0.039698335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28999	KLF15	0.039698335	Not detected	Low	Low	Low	Medium	Low	Not detected	Medium	Not detected	Low	Not detected	Medium	Not detected	Not detected	Medium	Not detected	Low	Not detected	Medium	Low	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Medium	Not detected	High	Not detected	Not detected	Low	Not detected	Low	Not detected	Not detected	Medium	NA	Medium	Low	Low	Not detected	Low	Medium	Not detected	Low	Not detected	High	Not detected	Low	Not detected	Not detected	Medium	Not detected	Not detected	Low	Low	Not detected	Not detected	Low	Not detected	High	Not detected	Not detected	Not detected	Low	Low	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	High	High	Not detected	Not detected	Not detected	Not detected	Medium	Low	Low	Not detected	Low	Not detected	Not detected	Not detected	NA	Not detected	Not detected
5716	PSMD10	0.039698335	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Not detected	Not detected	Low	Not detected	Not detected	Low	Not detected	Low	Not detected	Low	Low	Not detected	Low	Low	Not detected	Low	Not detected	Low	Low	Low	Not detected	Low	Not detected	Low	Low	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Low	Not detected	Low	Low	Low	Not detected	Low	Not detected	Low	Low	Medium	Not detected	Low	Low	Low	Low	Not detected	Not detected	Low	Low	Medium	Low	Low	Not detected	Low	Not detected	Not detected	Low	Not detected	NA	Not detected	Not detected	Low	Low	High	Not detected	Low	Not detected	Low	Low	Low	Not detected	Low	Low	Low	Not detected	NA	Low	NA
51561	IL23A	0.039698335	Low	Low	Low	Low	Low	Low	Low	Low	Medium	Low	Medium	Low	Low	Low	Low	Low	Low	Low	Medium	Low	Low	Medium	Low	Low	Medium	Medium	Medium	Low	Not detected	Not detected	Low	Medium	Low	Medium	Not detected	Low	Not detected	Medium	Low	Low	Low	Medium	Not detected	Low	Low	Not detected	Not detected	Low	Not detected	Low	Not detected	Low	Not detected	Low	Low	Not detected	Low	Medium	Not detected	Not detected	Low	Medium	NA	Not detected	Low	Medium	Low	Low	Low	Low	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Medium	NA	Not detected	Low	NA	Low	Low	Medium	Low	Medium	Low	High	Low	Low	Low	Low	Not detected	Low	Not detected	Low	Not detected	Low	Not detected	NA
326624	RAB37	0.039698335	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Low	NA	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	NA	NA	NA	NA	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	NA	NA	Not detected	Not detected	Not detected	NA	NA	NA
51141	INSIG2	0.039698335	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	High	High	Not detected	Medium	Not detected	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	High	Medium	High	Medium	Medium	Medium	High	Medium	Medium	Medium	Low	High	Medium	Medium	Low	Medium	Medium	Low	Low	Medium	High	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Not detected	Medium	Medium	NA	Medium	NA	Low	Low	High	High	Medium	High	High	Low	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	NA	NA
79077	DCTPP1	0.039698335	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Not detected	High	Low	Not detected	Not detected	Medium	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Medium	NA	Medium	Medium	Low	Medium	Medium	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Medium	Not detected	Low	Not detected	Medium	Low	Medium	Medium	Not detected	Medium	Not detected	Not detected	NA	Medium	Medium	Medium	Medium	Medium	Low	Not detected	Low	Medium	Low	Medium	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Medium	Medium	Medium	Low	Not detected	Medium	Medium	Medium	Not detected	Medium	Not detected	High	Low	Medium	Medium	Not detected	NA	NA
